Total nodes in tree: 466, with max depth 15
Node breadth by depth:
  Depth 0: 1 node(s)
  Depth 1: 3 node(s)
  Depth 2: 7 node(s)
  Depth 3: 12 node(s)
  Depth 4: 19 node(s)
  Depth 5: 28 node(s)
  Depth 6: 33 node(s)
  Depth 7: 44 node(s)
  Depth 8: 47 node(s)
  Depth 9: 56 node(s)
  Depth 10: 58 node(s)
  Depth 11: 53 node(s)
  Depth 12: 46 node(s)
  Depth 13: 39 node(s)
  Depth 14: 15 node(s)
  Depth 15: 6 node(s)
Took 10.000 to find the best path
