Level,Runtime (s),C (exploration constant),k (progressive widening constant),alpha (progressive widening exponent),delta (visible area distance),theta (shadow distance),beta (guard distance),gamma (kernel distance),tau (kernel decay rate),top_k (kernels scored),eta (depth bonus),lambda (rollout weight),phi (rollout depth),rollout_ratio,visible node penalty,visible edge penalty,brute_force_moves,max_kernel_moves,path_cache_hits,num_path_queries,path_cache_hit_ratio,tt_hits,tt_queries,tt_hit_ratio,player_start_pos,visits_timesteps_shadow,visits_total_timesteps,visits_shadow_pct,score_timesteps_shadow,score_total_timesteps,score_shadow_pct,back_timesteps_shadow,back_total_timesteps,back_shadow_pct
mgs_level.json,60.111,1.4142135623730951,1.0,0.3,0.75,5.0,0.5,1.0,0.1,1,5.0,2.0,7,False,-100,0,False,inf,211,2907,7.26,128,669,19.13,"(18.6, 10.3)",33,36,91.67,27,30,90.0,33,36,91.67
mgs_level.json,70.947,1.4142135623730951,1.0,0.3,0.75,5.0,0.5,1.0,0.1,1,5.0,2.0,7,False,-100,0,False,inf,164,3338,4.91,125,672,18.6,"(13.6, 10.6)",31,36,86.11,31,36,86.11,31,36,86.11
mgs_level.json,66.372,1.4142135623730951,1.0,0.3,0.75,5.0,0.5,1.0,0.1,1,5.0,2.0,7,False,-100,0,False,inf,218,3213,6.78,104,617,16.86,"(1.5, 9.5)",35,36,97.22,25,26,96.15,35,36,97.22
mgs_level.json,132.338,1.4142135623730951,1.0,0.3,0.75,5.0,0.5,1.0,0.1,1,5.0,2.0,7,False,-100,0,False,inf,318,5436,5.85,247,1166,21.18,"(7.0, 8.5)",36,36,100.0,36,36,100.0,36,36,100.0
mgs_level.json,163.422,1.4142135623730951,1.0,0.3,0.75,5.0,0.5,1.0,0.1,1,5.0,2.0,7,False,-100,0,False,inf,335,4800,6.98,211,961,21.96,"(9.5, 8.5)",36,36,100.0,33,36,91.67,36,36,100.0
mgs_level.json,97.487,1.4142135623730951,1.0,0.3,0.75,5.0,0.5,1.0,0.1,1,5.0,2.0,7,False,-100,0,False,inf,208,3997,5.2,173,860,20.12,"(13.0, 7.0)",31,36,86.11,31,36,86.11,31,36,86.11
mgs_level.json,168.427,1.4142135623730951,1.0,0.3,0.75,5.0,0.5,1.0,0.1,1,5.0,2.0,7,False,-100,0,False,inf,400,6345,6.3,329,1368,24.05,"(6.5, 5.0)",36,36,100.0,36,36,100.0,34,36,94.44
mgs_level.json,148.042,1.4142135623730951,1.0,0.3,0.75,5.0,0.5,1.0,0.1,1,5.0,2.0,7,False,-100,0,False,inf,314,5369,5.85,263,1111,23.67,"(4.0, 2.0)",36,36,100.0,28,28,100.0,36,36,100.0
mgs_level.json,78.9,1.4142135623730951,1.0,0.3,0.75,5.0,0.5,1.0,0.1,1,5.0,2.0,7,False,-100,0,False,inf,117,3113,3.76,134,678,19.76,"(8.0, 2.0)",36,36,100.0,36,36,100.0,36,36,100.0
mgs_level.json,113.577,1.4142135623730951,1.0,0.3,0.75,5.0,0.5,1.0,0.1,1,5.0,2.0,7,False,-100,0,False,inf,237,4288,5.53,186,884,21.04,"(13.0, 2.5)",36,36,100.0,36,36,100.0,36,36,100.0
