Total nodes in tree: 424, with max depth 34
Node breadth by depth:
  Depth 0: 1 node(s)
  Depth 1: 3 node(s)
  Depth 2: 8 node(s)
  Depth 3: 18 node(s)
  Depth 4: 34 node(s)
  Depth 5: 53 node(s)
  Depth 6: 54 node(s)
  Depth 7: 52 node(s)
  Depth 8: 49 node(s)
  Depth 9: 53 node(s)
  Depth 10: 36 node(s)
  Depth 11: 12 node(s)
  Depth 12: 13 node(s)
  Depth 13: 14 node(s)
  Depth 14: 11 node(s)
  Depth 15: 11 node(s)
  Depth 16: 3 node(s)
Took 10.005 to find the best path
